rep,dt,n,cor,sub_n
17,2018-10-24T11:11:01Z,25,0.736328981,50
18,2018-10-24T11:11:01Z,25,0.445131564,50
19,2018-10-24T11:11:01Z,25,0.513616708,50
20,2018-10-24T11:11:01Z,25,0.506647619,50
21,2018-10-24T11:11:01Z,25,0.308340936,50
22,2018-10-24T11:11:01Z,25,0.212235625,50
23,2018-10-24T11:11:01Z,25,0.525201067,50
24,2018-10-24T11:11:01Z,25,0.20766069,50
25,2018-10-24T11:11:01Z,25,0.041862632,50
26,2018-10-24T11:11:01Z,25,0.017058913,50
27,2018-10-24T11:11:01Z,25,0.339545262,50
28,2018-10-24T11:11:01Z,25,0.399350301,50
29,2018-10-24T11:11:01Z,25,0.454539438,50
30,2018-10-24T11:11:01Z,25,0.578989235,50
31,2018-10-24T11:11:01Z,25,0.338097969,50
32,2018-10-24T11:11:01Z,25,0.272916875,50
33,2018-10-24T11:11:01Z,25,0.529384741,50
34,2018-10-24T11:11:01Z,25,0.488514018,50
35,2018-10-24T11:11:01Z,25,0.394903414,50
36,2018-10-24T11:11:01Z,25,0.350837166,50
37,2018-10-24T11:11:01Z,25,0.455143413,50
38,2018-10-24T11:11:01Z,25,0.461959556,50
39,2018-10-24T11:11:01Z,25,0.050646679,50
40,2018-10-24T11:11:01Z,25,0.639460606,50
41,2018-10-24T11:11:01Z,25,0.46797262,50
42,2018-10-24T11:11:01Z,25,0.156854651,50
43,2018-10-24T11:11:01Z,25,0.19939538,50
44,2018-10-24T11:11:01Z,25,0.262954278,50
45,2018-10-24T11:11:01Z,25,0.318064274,50
46,2018-10-24T11:11:01Z,25,0.252396178,50
47,2018-10-24T11:11:01Z,25,0.338136988,50
48,2018-10-24T11:11:01Z,25,0.516531259,50
49,2018-10-24T11:11:01Z,25,0.481199181,50
50,2018-10-24T11:11:01Z,25,0.151988397,50
51,2018-10-24T11:11:01Z,25,0.246186721,50
52,2018-10-24T11:11:01Z,25,0.376927347,50
53,2018-10-24T11:11:01Z,25,0.246948455,50
54,2018-10-24T11:11:01Z,25,0.419941281,50
55,2018-10-24T11:11:01Z,25,0.130564913,50
56,2018-10-24T11:11:01Z,25,0.331548333,50
57,2018-10-24T11:11:01Z,25,0.307595697,50
58,2018-10-24T11:11:01Z,25,-0.012269947,50
59,2018-10-24T11:11:01Z,25,0.136475086,50
60,2018-10-24T11:11:01Z,25,0.430993043,50
61,2018-10-24T11:11:01Z,25,0.363634507,50
62,2018-10-24T11:11:01Z,25,0.371578239,50
63,2018-10-24T11:11:01Z,25,0.581177128,50
64,2018-10-24T11:11:01Z,25,0.350053294,50
65,2018-10-24T11:11:01Z,25,0.536535536,50
66,2018-10-24T11:11:01Z,25,0.246720624,50
67,2018-10-24T11:11:01Z,25,0.324126388,50
68,2018-10-24T11:11:01Z,25,0.297572241,50
69,2018-10-24T11:11:01Z,25,0.298763366,50
70,2018-10-24T11:11:01Z,25,0.462700095,50
71,2018-10-24T11:11:01Z,25,0.286590119,50
72,2018-10-24T11:11:01Z,25,0.004579845,50
73,2018-10-24T11:11:01Z,25,0.228423211,50
74,2018-10-24T11:11:01Z,25,0.507520309,50
75,2018-10-24T11:11:01Z,25,0.261930864,50
76,2018-10-24T11:11:01Z,25,0.216950524,50
77,2018-10-24T11:11:01Z,25,0.28020467,50
78,2018-10-24T11:11:01Z,25,0.473820814,50
79,2018-10-24T11:11:01Z,25,0.409188633,50
80,2018-10-24T11:11:01Z,25,0.509500282,50
81,2018-10-24T11:11:01Z,25,-0.030143458,50
82,2018-10-24T11:11:01Z,25,0.514605791,50
83,2018-10-24T11:11:01Z,25,0.656038617,50
84,2018-10-24T11:11:01Z,25,0.68123755,50
85,2018-10-24T11:11:01Z,25,0.405752387,50
86,2018-10-24T11:11:01Z,25,0.556064076,50
87,2018-10-24T11:11:01Z,25,0.3897475,50
88,2018-10-24T11:11:01Z,25,0.022133191,50
89,2018-10-24T11:11:01Z,25,0.628628157,50
90,2018-10-24T11:11:01Z,25,0.549173238,50
91,2018-10-24T11:11:01Z,25,0.176284608,50
92,2018-10-24T11:11:01Z,25,0.479642429,50
93,2018-10-24T11:11:01Z,25,0.258198469,50
94,2018-10-24T11:11:01Z,25,0.49873273,50
95,2018-10-24T11:11:01Z,25,0.547680688,50
96,2018-10-24T11:11:01Z,25,0.072197593,50
97,2018-10-24T11:11:01Z,25,0.493710625,50
98,2018-10-24T11:11:01Z,25,0.610525291,50
99,2018-10-24T11:11:01Z,25,0.441721934,50
100,2018-10-24T11:11:01Z,25,0.580184963,50
1,2018-10-24T11:11:01Z,20,-0.061221499,50
2,2018-10-24T11:11:01Z,20,0.492388816,50
3,2018-10-24T11:11:01Z,20,0.273083655,50
4,2018-10-24T11:11:01Z,20,0.305217804,50
5,2018-10-24T11:11:01Z,20,-0.042284911,50
6,2018-10-24T11:11:01Z,20,0.325288402,50
7,2018-10-24T11:11:01Z,20,0.067969232,50
8,2018-10-24T11:11:01Z,20,0.324496023,50
9,2018-10-24T11:11:01Z,20,0.235662968,50
10,2018-10-24T11:11:01Z,20,0.294964942,50
11,2018-10-24T11:11:01Z,20,0.284311084,50
12,2018-10-24T11:11:01Z,20,0.572647129,50
13,2018-10-24T11:11:01Z,20,0.315408207,50
14,2018-10-24T11:11:01Z,20,0.072302614,50
15,2018-10-24T11:11:01Z,20,-0.125377123,50
16,2018-10-24T11:11:01Z,20,0.152245904,50
17,2018-10-24T11:11:01Z,20,0.239360056,50
18,2018-10-24T11:11:01Z,20,0.656176294,50
19,2018-10-24T11:11:01Z,20,0.028126726,50
20,2018-10-24T11:11:01Z,20,0.373219736,50
21,2018-10-24T11:11:01Z,20,0.448287158,50
22,2018-10-24T11:11:01Z,20,0.35372366,50
23,2018-10-24T11:11:01Z,20,0.320296841,50
24,2018-10-24T11:11:01Z,20,0.116779336,50
25,2018-10-24T11:11:01Z,20,0.47785637,50
26,2018-10-24T11:11:01Z,20,0.282421489,50
27,2018-10-24T11:11:01Z,20,0.210052493,50
28,2018-10-24T11:11:01Z,20,0.293165432,50
29,2018-10-24T11:11:01Z,20,-0.021136202,50
30,2018-10-24T11:11:01Z,20,0.386814446,50
31,2018-10-24T11:11:01Z,20,0.387478748,50
32,2018-10-24T11:11:01Z,20,0.419200481,50
33,2018-10-24T11:11:01Z,20,0.567114879,50
34,2018-10-24T11:11:01Z,20,0.275264524,50
35,2018-10-24T11:11:01Z,20,0.504777726,50
36,2018-10-24T11:11:01Z,20,0.175516372,50
37,2018-10-24T11:11:01Z,20,0.346079746,50
38,2018-10-24T11:11:01Z,20,0.214724937,50
39,2018-10-24T11:11:01Z,20,0.188704646,50
40,2018-10-24T11:11:01Z,20,0.172557805,50
41,2018-10-24T11:11:01Z,20,0.407141949,50
42,2018-10-24T11:11:01Z,20,0.382195896,50
43,2018-10-24T11:11:01Z,20,0.295962915,50
44,2018-10-24T11:11:01Z,20,0.375828438,50
45,2018-10-24T11:11:01Z,20,0.037286342,50
46,2018-10-24T11:11:01Z,20,-0.032707861,50
47,2018-10-24T11:11:01Z,20,0.347026123,50
48,2018-10-24T11:11:01Z,20,0.434078405,50
49,2018-10-24T11:11:01Z,20,0.007923399,50
50,2018-10-24T11:11:01Z,20,0.201600173,50
51,2018-10-24T11:11:01Z,20,0.370531845,50
52,2018-10-24T11:11:01Z,20,0.344022935,50
53,2018-10-24T11:11:01Z,20,0.430576141,50
54,2018-10-24T11:11:01Z,20,0.565548811,50
55,2018-10-24T11:11:01Z,20,0.494044073,50
56,2018-10-24T11:11:01Z,20,0.171900993,50
57,2018-10-24T11:11:01Z,20,0.015205359,50
58,2018-10-24T11:11:01Z,20,0.670907787,50
59,2018-10-24T11:11:01Z,20,-0.116354502,50
60,2018-10-24T11:11:01Z,20,0.034862523,50
61,2018-10-24T11:11:01Z,20,0.457684197,50
62,2018-10-24T11:11:01Z,20,0.394675799,50
63,2018-10-24T11:11:01Z,20,0.288137204,50
64,2018-10-24T11:11:01Z,20,0.27885181,50
65,2018-10-24T11:11:01Z,20,0.145250869,50
66,2018-10-24T11:11:01Z,20,0.483262347,50
67,2018-10-24T11:11:01Z,20,0.166531228,50
68,2018-10-24T11:11:01Z,20,0.149242807,50
69,2018-10-24T11:11:01Z,20,0.414267758,50
70,2018-10-24T11:11:01Z,20,0.122277718,50
71,2018-10-24T11:11:01Z,20,0.412633936,50
72,2018-10-24T11:11:01Z,20,0.479609575,50
73,2018-10-24T11:11:01Z,20,0.025486227,50
74,2018-10-24T11:11:01Z,20,-0.003171215,50
75,2018-10-24T11:11:01Z,20,0.12440512,50
76,2018-10-24T11:11:01Z,20,0.607303945,50
77,2018-10-24T11:11:01Z,20,-0.140979982,50
78,2018-10-24T11:11:01Z,20,0.224779105,50
79,2018-10-24T11:11:01Z,20,0.12859303,50
80,2018-10-24T11:11:01Z,20,0.208314815,50
81,2018-10-24T11:11:01Z,20,0.269053801,50
82,2018-10-24T11:11:01Z,20,0.5759044,50
83,2018-10-24T11:11:01Z,20,0.328813157,50
84,2018-10-24T11:11:01Z,20,0.016985964,50
85,2018-10-24T11:11:01Z,20,0.052016726,50
86,2018-10-24T11:11:01Z,20,-0.31529544,50
87,2018-10-24T11:11:01Z,20,0.387377427,50
88,2018-10-24T11:11:01Z,20,0.401965096,50
89,2018-10-24T11:11:01Z,20,0.09156911,50
90,2018-10-24T11:11:01Z,20,-0.029950712,50
91,2018-10-24T11:11:01Z,20,0.31889958,50
92,2018-10-24T11:11:01Z,20,0.27404274,50
93,2018-10-24T11:11:01Z,20,0.318568432,50
94,2018-10-24T11:11:01Z,20,0.309154286,50
95,2018-10-24T11:11:01Z,20,0.580792487,50
96,2018-10-24T11:11:01Z,20,0.190092928,50
97,2018-10-24T11:11:01Z,20,0.373721928,50
98,2018-10-24T11:11:01Z,20,0.454332456,50
99,2018-10-24T11:11:01Z,20,0.454086157,50
100,2018-10-24T11:11:01Z,20,0.372467204,50
1,2018-10-24T11:11:01Z,15,0.308924893,50
2,2018-10-24T11:11:01Z,15,0.48934886,50
3,2018-10-24T11:11:01Z,15,0.542914275,50
4,2018-10-24T11:11:01Z,15,0.201154502,50
5,2018-10-24T11:11:01Z,15,0.042348167,50
6,2018-10-24T11:11:01Z,15,0.288136477,50
7,2018-10-24T11:11:01Z,15,0.22667059,50
8,2018-10-24T11:11:01Z,15,0.525015852,50
9,2018-10-24T11:11:01Z,15,0.43347303,50
10,2018-10-24T11:11:01Z,15,0.391377858,50
11,2018-10-24T11:11:01Z,15,0.225255159,50
12,2018-10-24T11:11:01Z,15,-0.078041627,50
13,2018-10-24T11:11:01Z,15,0.087935164,50
14,2018-10-24T11:11:01Z,15,-0.036868788,50
15,2018-10-24T11:11:01Z,15,0.216228525,50
16,2018-10-24T11:11:01Z,15,-0.02050163,50
17,2018-10-24T11:11:01Z,15,0.263450972,50
18,2018-10-24T11:11:01Z,15,0.320581714,50
19,2018-10-24T11:11:01Z,15,0.386135444,50
20,2018-10-24T11:11:01Z,15,0.289912019,50
21,2018-10-24T11:11:01Z,15,0.339769739,50
22,2018-10-24T11:11:01Z,15,0.358889891,50
23,2018-10-24T11:11:01Z,15,0.179629304,50
24,2018-10-24T11:11:01Z,15,0.128840049,50
25,2018-10-24T11:11:01Z,15,0.274273172,50
26,2018-10-24T11:11:01Z,15,0.148662947,50
27,2018-10-24T11:11:01Z,15,0.200075097,50
28,2018-10-24T11:11:01Z,15,-9.31e-4,50
29,2018-10-24T11:11:01Z,15,0.177400657,50
30,2018-10-24T11:11:01Z,15,0.536227451,50
31,2018-10-24T11:11:01Z,15,0.429664234,50
32,2018-10-24T11:11:01Z,15,-0.026554786,50
33,2018-10-24T11:11:01Z,15,0.067856557,50
34,2018-10-24T11:11:01Z,15,0.423031695,50
35,2018-10-24T11:11:01Z,15,0.142603935,50
36,2018-10-24T11:11:01Z,15,0.161876276,50
37,2018-10-24T11:11:01Z,15,0.181349147,50
38,2018-10-24T11:11:01Z,15,0.054948355,50
39,2018-10-24T11:11:01Z,15,0.129614382,50
40,2018-10-24T11:11:01Z,15,0.147828423,50
41,2018-10-24T11:11:01Z,15,-0.02814163,50
42,2018-10-24T11:11:01Z,15,0.439849071,50
43,2018-10-24T11:11:01Z,15,0.321214114,50
44,2018-10-24T11:11:01Z,15,0.321636338,50
45,2018-10-24T11:11:01Z,15,0.338671929,50
46,2018-10-24T11:11:01Z,15,0.076283136,50
47,2018-10-24T11:11:01Z,15,0.191589559,50
48,2018-10-24T11:11:01Z,15,0.204526868,50
49,2018-10-24T11:11:01Z,15,0.210719133,50
50,2018-10-24T11:11:01Z,15,0.070746978,50
51,2018-10-24T11:11:01Z,15,0.509975042,50
52,2018-10-24T11:11:01Z,15,0.382542192,50
53,2018-10-24T11:11:01Z,15,0.428715956,50
54,2018-10-24T11:11:01Z,15,0.462599848,50
55,2018-10-24T11:11:01Z,15,0.53636525,50
56,2018-10-24T11:11:01Z,15,0.323231425,50
57,2018-10-24T11:11:01Z,15,0.204937268,50
58,2018-10-24T11:11:01Z,15,0.435137768,50
59,2018-10-24T11:11:01Z,15,0.413017396,50
60,2018-10-24T11:11:01Z,15,0.273081385,50
61,2018-10-24T11:11:01Z,15,0.448770785,50
62,2018-10-24T11:11:01Z,15,0.120028972,50
63,2018-10-24T11:11:01Z,15,0.12598322,50
64,2018-10-24T11:11:01Z,15,0.258914081,50
65,2018-10-24T11:11:01Z,15,-0.005026986,50
66,2018-10-24T11:11:01Z,15,0.426594373,50
67,2018-10-24T11:11:01Z,15,0.082286885,50
68,2018-10-24T11:11:01Z,15,0.429997797,50
69,2018-10-24T11:11:01Z,15,0.408368621,50
70,2018-10-24T11:11:01Z,15,0.561277939,50
71,2018-10-24T11:11:01Z,15,0.340732416,50
72,2018-10-24T11:11:01Z,15,0.063715583,50
73,2018-10-24T11:11:01Z,15,0.321029244,50
74,2018-10-24T11:11:01Z,15,-0.02271885,50
75,2018-10-24T11:11:01Z,15,0.202004939,50
76,2018-10-24T11:11:01Z,15,-0.127312172,50
77,2018-10-24T11:11:01Z,15,0.074719783,50
78,2018-10-24T11:11:01Z,15,0.068397766,50
79,2018-10-24T11:11:01Z,15,0.46650912,50
80,2018-10-24T11:11:01Z,15,0.412219336,50
81,2018-10-24T11:11:01Z,15,0.301926249,50
82,2018-10-24T11:11:01Z,15,0.188883842,50
83,2018-10-24T11:11:01Z,15,0.513727974,50
84,2018-10-24T11:11:01Z,15,0.072579814,50
85,2018-10-24T11:11:01Z,15,0.420571562,50
86,2018-10-24T11:11:01Z,15,0.59986647,50
87,2018-10-24T11:11:01Z,15,-0.079213364,50
88,2018-10-24T11:11:01Z,15,-0.058406628,50
89,2018-10-24T11:11:01Z,15,0.159493317,50
90,2018-10-24T11:11:01Z,15,0.326382825,50
91,2018-10-24T11:11:01Z,15,0.384915926,50
92,2018-10-24T11:11:01Z,15,0.318026417,50
93,2018-10-24T11:11:01Z,15,0.137403026,50
94,2018-10-24T11:11:01Z,15,0.491803924,50
95,2018-10-24T11:11:01Z,15,0.31051304,50
96,2018-10-24T11:11:01Z,15,0.424852183,50
97,2018-10-24T11:11:01Z,15,0.314207767,50
98,2018-10-24T11:11:01Z,15,0.14761966,50
99,2018-10-24T11:11:01Z,15,0.481599696,50
100,2018-10-24T11:11:01Z,15,0.114238775,50
1,2018-10-24T11:11:01Z,10,0.281567357,50
2,2018-10-24T11:11:01Z,10,0.209760753,50
3,2018-10-24T11:11:01Z,10,0.322273416,50
4,2018-10-24T11:11:01Z,10,0.148892391,50
5,2018-10-24T11:11:01Z,10,0.249608454,50
6,2018-10-24T11:11:01Z,10,0.07423141,50
7,2018-10-24T11:11:01Z,10,0.212224441,50
8,2018-10-24T11:11:01Z,10,-0.156983701,50
9,2018-10-24T11:11:01Z,10,-0.295631117,50
10,2018-10-24T11:11:01Z,10,0.306604365,50
11,2018-10-24T11:11:01Z,10,-0.036027939,50
12,2018-10-24T11:11:01Z,10,0.082489858,50
13,2018-10-24T11:11:01Z,10,0.421267614,50
14,2018-10-24T11:11:01Z,10,-0.140666534,50
15,2018-10-24T11:11:01Z,10,0.334868091,50
16,2018-10-24T11:11:01Z,10,0.3117402,50
17,2018-10-24T11:11:01Z,10,0.216485442,50
18,2018-10-24T11:11:01Z,10,0.001102084,50
19,2018-10-24T11:11:01Z,10,-0.298750034,50
20,2018-10-24T11:11:01Z,10,0.233391242,50
21,2018-10-24T11:11:01Z,10,0.122136666,50
22,2018-10-24T11:11:01Z,10,0.082559548,50
23,2018-10-24T11:11:01Z,10,-0.108169825,50
24,2018-10-24T11:11:01Z,10,0.131849746,50
25,2018-10-24T11:11:01Z,10,-0.170993238,50
26,2018-10-24T11:11:01Z,10,0.100701126,50
27,2018-10-24T11:11:01Z,10,0.2327754,50
28,2018-10-24T11:11:01Z,10,0.467677844,50
29,2018-10-24T11:11:01Z,10,0.367253606,50
30,2018-10-24T11:11:01Z,10,0.360298298,50
31,2018-10-24T11:11:01Z,10,0.372000153,50
32,2018-10-24T11:11:01Z,10,0.416873236,50
33,2018-10-24T11:11:01Z,10,0.391691657,50
34,2018-10-24T11:11:01Z,10,0.390625151,50
35,2018-10-24T11:11:01Z,10,0.014207943,50
36,2018-10-24T11:11:01Z,10,0.111548295,50
37,2018-10-24T11:11:01Z,10,0.121195987,50
38,2018-10-24T11:11:01Z,10,0.586860013,50
39,2018-10-24T11:11:01Z,10,0.488468477,50
40,2018-10-24T11:11:01Z,10,0.070019515,50
41,2018-10-24T11:11:01Z,10,0.342993271,50
42,2018-10-24T11:11:01Z,10,0.387897232,50
43,2018-10-24T11:11:01Z,10,0.018106762,50
44,2018-10-24T11:11:01Z,10,0.34952054,50
45,2018-10-24T11:11:01Z,10,0.368084458,50
46,2018-10-24T11:11:01Z,10,0.013487125,50
47,2018-10-24T11:11:01Z,10,0.325177339,50
48,2018-10-24T11:11:01Z,10,0.073687689,50
49,2018-10-24T11:11:01Z,10,0.320762133,50
50,2018-10-24T11:11:01Z,10,0.050704469,50
51,2018-10-24T11:11:01Z,10,-0.046520094,50
52,2018-10-24T11:11:01Z,10,0.326212487,50
53,2018-10-24T11:11:01Z,10,0.223493903,50
54,2018-10-24T11:11:01Z,10,0.253984105,50
55,2018-10-24T11:11:01Z,10,0.21965835,50
56,2018-10-24T11:11:01Z,10,0.033928297,50
57,2018-10-24T11:11:01Z,10,-0.135369508,50
58,2018-10-24T11:11:01Z,10,0.319868006,50
59,2018-10-24T11:11:01Z,10,0.137641095,50
60,2018-10-24T11:11:01Z,10,0.23441807,50
61,2018-10-24T11:11:01Z,10,0.164813045,50
62,2018-10-24T11:11:01Z,10,0.314978265,50
63,2018-10-24T11:11:01Z,10,0.401930358,50
64,2018-10-24T11:11:01Z,10,0.096102561,50
65,2018-10-24T11:11:01Z,10,0.114448482,50
66,2018-10-24T11:11:01Z,10,0.157456532,50
67,2018-10-24T11:11:01Z,10,0.361266008,50
68,2018-10-24T11:11:01Z,10,0.195885323,50
69,2018-10-24T11:11:01Z,10,0.235715574,50
70,2018-10-24T11:11:01Z,10,0.195654708,50
71,2018-10-24T11:11:01Z,10,0.145436828,50
72,2018-10-24T11:11:01Z,10,0.453125002,50
73,2018-10-24T11:11:01Z,10,0.13120708,50
74,2018-10-24T11:11:01Z,10,0.246411865,50
75,2018-10-24T11:11:01Z,10,0.123798817,50
76,2018-10-24T11:11:01Z,10,0.290495341,50
77,2018-10-24T11:11:01Z,10,0.308252289,50
78,2018-10-24T11:11:01Z,10,0.36101885,50
79,2018-10-24T11:11:01Z,10,0.238746647,50
80,2018-10-24T11:11:01Z,10,0.089625969,50
81,2018-10-24T11:11:01Z,10,0.346111185,50
82,2018-10-24T11:11:01Z,10,0.396743016,50
83,2018-10-24T11:11:01Z,10,0.466034114,50
84,2018-10-24T11:11:01Z,10,0.418766241,50
85,2018-10-24T11:11:01Z,10,0.513901015,50
86,2018-10-24T11:11:01Z,10,0.481439826,50
87,2018-10-24T11:11:01Z,10,0.137799899,50
88,2018-10-24T11:11:01Z,10,-0.061995291,50
89,2018-10-24T11:11:01Z,10,-0.062672735,50
90,2018-10-24T11:11:01Z,10,0.308313553,50
91,2018-10-24T11:11:01Z,10,0.229296479,50
92,2018-10-24T11:11:01Z,10,-0.041676661,50
93,2018-10-24T11:11:01Z,10,0.39509376,50
94,2018-10-24T11:11:01Z,10,-0.011908194,50
95,2018-10-24T11:11:01Z,10,0.074990083,50
96,2018-10-24T11:11:01Z,10,0.316529754,50
97,2018-10-24T11:11:01Z,10,0.046812576,50
98,2018-10-24T11:11:01Z,10,0.002348831,50
99,2018-10-24T11:11:01Z,10,0.37993704,50
100,2018-10-24T11:11:01Z,10,0.071856604,50
1,2018-10-24T14:09:06Z,75,0.5244817462240269,50
2,2018-10-24T14:09:06Z,75,0.46902551053756597,50
3,2018-10-24T14:09:06Z,75,0.637568494443423,50
4,2018-10-24T14:09:06Z,75,0.4470770578898212,50
5,2018-10-24T14:09:06Z,75,0.0025349373386210983,50
6,2018-10-24T14:09:06Z,75,0.6986714051814503,50
7,2018-10-24T14:09:06Z,75,0.7537893475610635,50
8,2018-10-24T14:09:06Z,75,0.7466164540349813,50
9,2018-10-24T14:09:06Z,75,0.7306809248526945,50
10,2018-10-24T14:09:06Z,75,0.704682918192971,50
11,2018-10-24T14:09:06Z,75,0.48651105198488165,50
12,2018-10-24T14:09:06Z,75,0.7122403170662748,50
13,2018-10-24T14:09:06Z,75,0.6614709711630585,50
14,2018-10-24T14:09:06Z,75,0.548503522909259,50
15,2018-10-24T14:09:06Z,75,0.6415562099073138,50
16,2018-10-24T14:09:06Z,75,0.6711277504214016,50
17,2018-10-24T14:09:06Z,75,0.14517481100300259,50
18,2018-10-24T14:09:06Z,75,0.5978612074416402,50
19,2018-10-24T14:09:06Z,75,0.6940399063057979,50
20,2018-10-24T14:09:06Z,75,0.7025266151944678,50
21,2018-10-24T14:09:06Z,75,0.696345569206063,50
22,2018-10-24T14:09:06Z,75,0.5256680515442588,50
23,2018-10-24T14:09:06Z,75,0.56673377679709,50
24,2018-10-24T14:09:06Z,75,0.12278712506985055,50
25,2018-10-24T14:09:06Z,75,0.6852607623089689,50
26,2018-10-24T14:09:06Z,75,0.7080284329645219,50
27,2018-10-24T14:09:06Z,75,0.5857024629818066,50
28,2018-10-24T14:09:06Z,75,0.7481091522221922,50
29,2018-10-24T14:09:06Z,75,0.5239405068800723,50
30,2018-10-24T14:09:06Z,75,0.663544104979048,50
31,2018-10-24T14:09:06Z,75,0.6370824949073413,50
32,2018-10-24T14:09:06Z,75,0.7590689916694316,50
33,2018-10-24T14:09:06Z,75,0.6507592211190629,50
34,2018-10-24T14:09:06Z,75,0.5802068541984388,50
35,2018-10-24T14:09:06Z,75,0.21637195102083068,50
36,2018-10-24T14:09:06Z,75,0.30696109367938357,50
37,2018-10-24T14:09:06Z,75,0.2541842447579367,50
38,2018-10-24T14:09:06Z,75,0.570520973225246,50
39,2018-10-24T14:09:06Z,75,0.7212113905234425,50
40,2018-10-24T14:09:06Z,75,0.5676037041138078,50
41,2018-10-24T14:09:06Z,75,0.666259520311703,50
42,2018-10-24T14:09:06Z,75,0.7218042912379713,50
43,2018-10-24T14:09:06Z,75,0.453583666310746,50
44,2018-10-24T14:09:06Z,75,0.6861926532259157,50
45,2018-10-24T14:09:06Z,75,0.6518250573881051,50
46,2018-10-24T14:09:06Z,75,0.7258077627334993,50
47,2018-10-24T14:09:06Z,75,0.5940986998338346,50
48,2018-10-24T14:09:06Z,75,0.5633596809551711,50
49,2018-10-24T14:09:06Z,75,0.16279951583083038,50
50,2018-10-24T14:09:06Z,75,0.7543029108010053,50
51,2018-10-24T14:09:06Z,75,0.6469655484743301,50
52,2018-10-24T14:09:06Z,75,0.569824418353055,50
53,2018-10-24T14:09:06Z,75,0.5287812214992618,50
54,2018-10-24T14:09:06Z,75,0.7572377088775835,50
55,2018-10-24T14:09:06Z,75,0.6594703537226726,50
56,2018-10-24T14:09:06Z,75,0.5841737659773746,50
57,2018-10-24T14:09:06Z,75,0.6856660202525431,50
58,2018-10-24T14:09:06Z,75,0.6289510848818158,50
59,2018-10-24T14:09:06Z,75,0.5696734370215721,50
60,2018-10-24T14:09:06Z,75,0.7322649069968776,50
61,2018-10-24T14:09:06Z,75,0.5293624619524658,50
62,2018-10-24T14:09:06Z,75,0.5458357414819596,50
63,2018-10-24T14:09:06Z,75,0.7039543109398458,50
64,2018-10-24T14:09:06Z,75,0.7113809659927391,50
65,2018-10-24T14:09:06Z,75,0.4447093173235269,50
66,2018-10-24T14:09:06Z,75,0.4635243252183658,50
67,2018-10-24T14:09:06Z,75,0.5981922528934663,50
68,2018-10-24T14:09:06Z,75,0.6019471541173016,50
69,2018-10-24T14:09:06Z,75,0.5069909390754622,50
70,2018-10-24T14:09:06Z,75,0.35076179901852794,50
71,2018-10-24T14:09:06Z,75,0.6377370910466971,50
72,2018-10-24T14:09:06Z,75,0.33215845671129074,50
73,2018-10-24T14:09:06Z,75,0.5905335632022157,50
74,2018-10-24T14:09:06Z,75,0.46190834786249113,50
75,2018-10-24T14:09:06Z,75,0.6702861506100556,50
76,2018-10-24T14:09:06Z,75,0.5971925429372098,50
77,2018-10-24T14:09:06Z,75,0.3374304302932766,50
78,2018-10-24T14:09:06Z,75,0.6122262960516729,50
79,2018-10-24T14:09:06Z,75,0.6556910554151009,50
80,2018-10-24T14:09:06Z,75,0.5747426749533109,50
81,2018-10-24T14:09:06Z,75,0.685238013854066,50
82,2018-10-24T14:09:06Z,75,0.6397418812089714,50
83,2018-10-24T14:09:06Z,75,0.6494228160162651,50
84,2018-10-24T14:09:06Z,75,0.3816081906207515,50
85,2018-10-24T14:09:06Z,75,0.5234544829663522,50
86,2018-10-24T14:09:06Z,75,0.6767794190176695,50
87,2018-10-24T14:09:06Z,75,0.70131050513301,50
88,2018-10-24T14:09:06Z,75,0.6966873513356967,50
89,2018-10-24T14:09:06Z,75,0.8378247570442462,50
90,2018-10-24T14:09:06Z,75,0.6921130902498565,50
91,2018-10-24T14:09:06Z,75,0.30813327972493537,50
92,2018-10-24T14:09:06Z,75,0.23381575259268317,50
93,2018-10-24T14:09:06Z,75,0.6696997555906357,50
94,2018-10-24T14:09:06Z,75,0.7562690228859063,50
95,2018-10-24T14:09:06Z,75,0.5594638008911814,50
96,2018-10-24T14:09:06Z,75,0.7133698288750363,50
97,2018-10-24T14:09:06Z,75,0.4063321474561201,50
98,2018-10-24T14:09:06Z,75,0.624496775023452,50
99,2018-10-24T14:09:06Z,75,0.23510599034380159,50
100,2018-10-24T14:09:06Z,75,0.6796553700635933,50
1,2018-10-24T14:09:06Z,70,0.31895605240659464,50
2,2018-10-24T14:09:06Z,70,0.7002767553411019,50
3,2018-10-24T14:09:06Z,70,0.5817909993006354,50
4,2018-10-24T14:09:06Z,70,0.5462838962993299,50
5,2018-10-24T14:09:06Z,70,0.6642581881657017,50
6,2018-10-24T14:09:06Z,70,0.40900620603153665,50
7,2018-10-24T14:09:06Z,70,0.7222003273969477,50
8,2018-10-24T14:09:06Z,70,0.04492021204532599,50
9,2018-10-24T14:09:06Z,70,0.7717247352912748,50
10,2018-10-24T14:09:06Z,70,0.6127649638033804,50
11,2018-10-24T14:09:06Z,70,0.4969444454540934,50
12,2018-10-24T14:09:06Z,70,0.6349308616064163,50
13,2018-10-24T14:09:06Z,70,0.6315175300558228,50
14,2018-10-24T14:09:06Z,70,0.6835139461686365,50
15,2018-10-24T14:09:06Z,70,0.6863714579713782,50
16,2018-10-24T14:09:06Z,70,0.653204378498666,50
17,2018-10-24T14:09:06Z,70,0.7517452878031111,50
18,2018-10-24T14:09:06Z,70,0.6731090760227425,50
19,2018-10-24T14:09:06Z,70,0.6160118665790877,50
